1,1807371702,11,40,12,3.33333,1.92931,48.9167,38.528,27.1429,21.3191,34,6,5.66667,2.0548,98.1667,36.4802,38.2667,12.2337,36,9,4,2.10819,66.8889,31.9285,32.5,22.0612,202.0339875551404,18.007148110885314,44.85514492518795,2.197697899912664,15.438629372081152,446.0373243774433,39.68527071502928,73.33453252628668,10.800695037398608,15.65008510045404,779.1199396334578,67.75441468423853,110.42843030515425,27.21021037502998,24.926367568271722,373.718748069387,41.524305341043004,82.04316424946093,16.421124676496966,22.03733560924867,33320,2706.8739316239316,3185.3333333333335,2451,280.1887257533532,39063.666666666664,3634.777777777778,4026.3333333333335,3185.3333333333335,415.5339184440425,52834,4603.527777777777,5129,4117.333333333333,421.1279662863798,41819.666666666664,4646.62962962963,4871.666666666667,3915.666666666667,399.70753713449193,52220114406229.33,4232742920021.333,4232742920021.333,4232742920021.333,0,46588973354496,4232742920021.333,4232742920021.333,4232742920021.333,0,49394516920832,4232742921045.333,4232742922752,4232742920021.333,0,38094686304768,4232742922752,4232742922752,4232742922752,0,209646275306837.34,17463047636364.234,17463073722026.668,17463029703680,0,197938707357013.34,17463073943334.79,17463074167125.332,17463073775274.668,0,203801949092181.34,17463097044381.738,17463114856789.336,17463074172586.664,0,157168194956970.66,17463132772996.742,17463135415978.664,17463114856789.336,0,415440885430848.7,34617308540200.824,34617345964144.664,34617300069674,0,392346223113873.6,34617473339299.3,34617592989029,34617362936964,0,403891859531326.3,34617749607830.805,34617865810219,34617614744742.664,0,311561555273071,34617950585896.78,34617992793646,34617887405008.33,0,252896565504718,20505687195959.906,20505687312321.336,20505687085190.336,0,225575779229556,20505687545659.285,20505687790327.668,20505687351642.668,0,239253156357697.7,20505688330110.383,20505688707351,20505687847113,0,184551201297288,20505689033032,20505689343657.336,20505688774338.332,0,
4,8273559,16,201,101,1.9901,0.0990099,10.1386,1.07196,4.09453,0.551813,203,102,1.9902,0.0985282,10.0392,0.96935,4.04433,0.589736,188,94,2,0,10.8936,1.0155,4.44681,0.906443,276.14614388299566,28.13561635461125,71.1716296759771,0.5345500658863804,21.718722080445303,503.0076849376067,54.580641777408225,85.87553376383498,30.099979129949745,20.89670156477426,394.03686937877814,41.38127084308651,58.81547968954881,23.284940374275873,12.108749991527834,464.5062490812581,50.292457056822286,97.47391830820615,13.961773841184943,30.98532947891252,27786,2874.9037037037037,3185.3333333333335,2797,155.39793599666663,29835,3089.637037037037,3214.3333333333335,2797,181.94994311165837,34593,3984.2361111111104,4103,3508.333333333333,220.79973315739846,39075.33333333333,4045.4,4084.666666666667,3827.333333333334,87.14146220587985,40929076438528,4232747629056,4232747629056,4232747629056,0,40929076438528,4232747629056,4232747629056,4232747629056,0,38094728661504,4232747629056,4232747629056,4232747629056,0,39530676586496,4232747629056,4232747629056,4232747629056,0,170000754887680,17579505560060.21,17579506226176,17579505147562.668,0,164118552444928,17579506647062.758,17579507782656,17579506252117.334,0,158303538485589.34,17579513687734.043,17579517140650.668,17579507782656,0,170000870270634.66,17579517418086.398,17579517694976,17579517162496,0,336800029300428.7,34839723405510.117,34839725797606,34839722503326.336,0,325170919875808.3,34839731386631.125,34839734474884.336,34839726811235.664,0,313589629451015,34839738659684.312,34839743505118.336,34839734546723.67,0,336800301274383,34839751361622.125,34839754511178.664,34839745385480.664,0,199846626263625.3,20671869949301.03,20671870003807.332,20671869813196.336,0,199846647344913,20671872107360.793,20671874801636.336,20671870024359.668,0,186046887149547.34,20671876349949.703,20671878405768,20671874808379.664,0,192974665035429.66,20671881547456.168,20671883410936.668,20671879015028.668,0,
5,1280000000,8,3,1,3,0,876,0,437.5,417.5,4,1,4,0,883,0,883,0,4,2,2,0,441.5,273.5,293.333,297.461,304.0026023540309,18.407102790539806,42.117579948548865,0.262038191752002,15.092577420631418,806.8302571874547,54.382264170694214,91.97895481924614,17.440158620655563,23.51581329068238,841.9031726362578,50.508457606481,73.10373413759505,25.469642703484837,12.926896401451227,903.0523961646745,60.26296674299547,96.30333620012068,37.16112778962562,17.54314266997854,42041,2680.677871148459,3635.666666666667,2492,354.99237703660697,69108.33333333334,4549.377777777778,5539,3635.666666666667,770.5623707802865,99746.66666666667,6101.448366013072,6423,5809.666666666666,302.2202368701829,95995.66666666666,6405.671474358975,7260.333333333334,5706.333333333334,700.1467885805672,66334235376810.66,4232742889984,4232742889984,4232742889984,0,64918342723925.33,4232742891076.2666,4232742894080,4232742889984,0,69159832956416,4232742895284.7056,4232742899541.333,4232742894080,0,63528692172288,4232742910464,4232742918656,4232742900906.666,0,273739201691306.62,17461659943671.395,17461660569258.666,17461659274922.668,0,267770185431040,17461703221014.756,17461803650730.668,17461660711253.332,0,285341896201898.7,17461853014244.895,17462025880576,17461803706709.336,0,262135057974954.7,17462502550422.975,17462875426474.664,17462086344362.664,0,542345055205842.7,34615236571357.055,34615386757631.664,34615169402321.664,0,519267111290036.75,34615620322421.58,34615894424722,34615411445867,0,576955850779612.6,34616259992774.6,34616596371175.332,34615927854085.33,0,519304982272105.75,34616697259647.36,34616714009348,34616615418597.664,0,321297769946669.4,20504091405397.46,20504092172339.668,20504091072630.336,0,314389910176472.3,20504131708243.285,20504226963235,20504092296751,0,334945397213468.7,20504396937178.973,20504610810009.668,20504232502577.668,0,307636577337389.4,20505074910875.45,20505596892947.336,20504642929937.664,0,
3,8273559,16,201,101,1.9901,0.0990099,10.1386,1.07196,4.09453,0.551813,203,102,1.9902,0.0985282,10.0392,0.96935,4.04433,0.589736,188,94,2,0,10.8936,1.0155,4.44681,0.906443,324.84303221529325,27.070252684607773,73.51047737790184,0,23.864585638992637,722.7148730233482,63.6897111169079,93.60867434842669,35.17751428958378,18.389793692890162,491.0477604214997,43.38834372617359,72.45352639852915,10.618645245449496,18.33190002899031,459.2532825783205,51.02814250870228,85.37023612801578,18.619240408021668,20.336384082388445,36627.33333333333,2974.3162393162393,3869,2801.6666666666665,345.89797970954294,38013.666666666664,3455.787878787879,3928.333333333334,3146.6666666666665,310.5739164298496,47002,4155.068181818182,4299.666666666667,4021.333333333334,129.6077171469256,37690.66666666667,4187.851851851852,4333.666666666666,3849,180.73697844298195,52220175234560,4232747786069.333,4232747786069.333,4232747786069.333,0,46560225646762.664,4232747786069.333,4232747786069.333,4232747786069.333,0,47967371729920,4232747786069.333,4232747786069.333,4232747786069.333,0,38094730074624,4232747786069.333,4232747786069.333,4232747786069.333,0,211219449678506.7,17601620806542.223,17601621263360,17601620592981.332,0,199508102510592,17601622574286.867,17601623307264,17601621573290.668,0,199527476104533.3,17601626445917.09,17601627029162.668,17601625640618.668,0,158414651758933.3,17601627973214.816,17601629418496,17601627051008,0,418340470614321.6,34861705884526.805,34861707580770.336,34861705121100,0,395115654663949.6,34861709550133.445,34861710227521,34861708254294.336,0,395098924953473,34861710542974.914,34861710752125.336,34861710256892.664,0,313755398478844,34861710942093.777,34861711088158.67,34861710800802.336,0,248322453208438.3,20693537767369.86,20693537868960.668,20693537720145.664,0,234520365880633,20693539325114.54,20693540009247.336,20693538011918,0,234551566456068.3,20693540291915.344,20693540470224.332,20693540033875.664,0,186241887720812.34,20693543080090.258,20693548385281,20693540515477.664,0,
0,1204917087,11,45,10,4.5,2.57876,60.7,41.0611,25.3913,14.6071,40,10,4,2.52982,60.4,42.4858,32.7222,20.7064,35,10,3.5,2.61725,63,48.7668,34.1111,21.6946,154.8699365857749,17.207770731752763,61.08268916003553,3.4039616792830594,19.480534886178013,288.9814071154273,32.109045235047475,51.18507784842331,10.32439731927404,13.873631781952403,307.5789339409755,37.63437994669721,42.94719991685157,30.045654797356626,4.411811699461604,239.65095040576708,38.63687293350915,55.23728319400769,20.407319285315797,11.690163965441812,19706,2265.5555555555557,2655,2069.6666666666665,276.16618958940194,21817.333333333336,2345.9259259259256,2729.6666666666665,2217,217.68594682225716,22692,2750.1666666666665,2839.6666666666665,2729.6666666666665,40.52098864574516,18625.666666666668,2859.5238095238096,2906.6666666666665,2777.6666666666665,54.851881752398086,36665497810602.664,4232516288341.333,4232516288341.333,4232516288341.333,0,39519795379541.336,4232516288341.333,4232516288341.333,4232516288341.333,0,35267149706069.336,4232516303928.889,4232516351146.667,4232516288341.333,0,28229266225152,4232516351146.667,4232516351146.667,4232516351146.667,0,150359297153024,17352028172155.258,17352028311210.664,17352027953493.336,0,156168259635541.34,17352028848393.482,17352031566165.332,17352028319402.664,0,150451168776874.7,17352045723610.074,17352049005568,17352043047253.332,0,115747451622741.34,17352104621543.62,17352108614656,17352083450197.332,0,297625038196140,34343179570272.445,34343180289664,34343179419590,0,309088819852348,34343202205816.445,34343233121386,34343181940889.67,0,297666729790304,34343325817021.78,34343414823445,34343249149779,0,228981268505539.62,34343521584031.312,34343586056737.664,34343453079993,0,176273945403313.34,20338558176489.99,20338558719819.668,20338558061378.332,0,183047251298446.7,20338583477605.184,20338618772819.668,20338560573696,0,176291698330027.34,20338724330700.25,20338827762004,20338637156913.336,0,135615677027707,20338958933372.1,20339036142531,20338877200672.664,0,
2,1313969621,8,91,1,91,0,1005,0,10.044,3.22051,92,1,92,0,1009,0,9.96739,3.08027,96,1,96,0,1017,0,9.59375,3.10436,263.7875684088324,17.645211398311975,41.49935918002359,1.089157212186997,14.072474138423708,790.6921547661951,55.307145453265605,93.22235508757348,18.545825253025246,22.357838941845248,754.630293562763,58.04848412021253,97.93596854969857,25.045748369264967,23.232165405451305,610.741639985772,41.73336487736695,59.736713816185485,18.542386711165836,12.016405992271277,36867.333333333336,2678.120634920635,3335,2461.6666666666665,330.05874272279755,57211.666666666664,3941.231746031746,4482.666666666666,3356,559.9757074887946,62477.666666666664,4899.363247863248,5086,4504.666666666666,215.79163796937252,67208,4731.991575091574,5018.666666666667,4352.333333333333,272.6764704259534,57888808097962.67,4232743246336,4232743246336,4232743246336,0,60685604852906.67,4232743246336,4232743246336,4232743246336,0,53627263824896,4232743246336,4232743246336,4232743246336,0,59287206475434.67,4232743246336,4232743246336,4232743246336,0,238987437594282.66,17475631331298.746,17475631666176,17475630795093.332,0,250507036229290.7,17475632950369.523,17475633636352,17475631768576,0,221423474700970.7,17475635638482.05,17475636189525.332,17475633854805.332,0,244747311208448,17475637378472.105,17475637856597.332,17475636498090.668,0,473662876527388.3,34654488517823.77,34654537756182.67,34654465082710.664,0,485198993682208.6,34654660671564.812,34654761807229,34654543135580.336,0,450512339556210.6,34654795350477.742,34654848810192,34654764702544.33,0,485202734125761,34654912275254.28,34654951001706.67,34654860443893.67,0,280608481254128.7,20529819616191.133,20529819716010.668,20529819526777.668,0,294254351552470.4,20529820002452.18,20529820266587.664,20529819728941,0,260064733430170.66,20529820449902.938,20529820654167.668,20529820284757,0,287431432683214.4,20529820928506.688,20529821396410.668,20529820693344.336,0,
2,1313969621,8,91,1,91,0,1005,0,10.044,3.22051,92,1,92,0,1009,0,9.96739,3.08027,96,1,96,0,1017,0,9.59375,3.10436,286.00578115573296,19.094514932661614,38.22259089500656,0.10045958381889573,12.752070947948619,897.1135205245785,57.03882471690497,91.03867955796531,19.00004618419757,21.03247428671863,1188.7620706286957,73.8200840486943,105.19739989142533,27.059120379331894,20.027608074415607,491.63709922992643,40.566864927964495,78.98854557418358,21.578254656615066,15.51841259105942,41286,2752.3999999999996,3013.333333333333,2523.6666666666665,244.22272828432767,63303.66666666667,4096.755952380952,4640.666666666667,3013.333333333333,559.2630531293878,80256.66666666667,4859.404411764706,5206.666666666667,4411,386.75436896997877,57963.66666666667,4851.217560217561,5226.333333333334,4155.666666666666,446.0817018839273,63491206632960,4232747108864,4232747108864,4232747108864,0,64927154540202.67,4232747108864,4232747108864,4232747108864,0,69131099654314.67,4232747108864,4232747108864,4232747108864,0,50821767301120,4232747108864,4232747108864,4232747108864,0,262915829307050.66,17527721953803.379,17527722409642.668,17527721664170.664,0,268888049149952,17527723480685.715,17527723994794.668,17527722409642.668,0,280551449967274.7,17527725662586.48,17527726901589.332,17527724154538.664,0,216197096259925.3,17527728121856,17527728636928,17527727335765.332,0,510087822587491.4,34777602655560.227,34777649963936,34777578911395,0,544869024429641,34777830370137.23,34777978347606,34777656403026.664,0,556465094963557,34778066040708.785,34778126314625.336,34777986173522.664,0,428947309111781.6,34778158326520.906,34778182419441.67,34778131433386.33,0,309051921533922,20603461435594.8,20603461540308.668,20603461306942.668,0,315958032060107.7,20603461937611.984,20603462262209.668,20603461592550,0,336549271798334.3,20603462559540.066,20603462809158.336,20603462286298.332,0,247253789543888.7,20603463096199.51,20603463578548.332,20603462880236,0,
7,3740649,8,217,109,1.99083,0.0953422,9.3945,1.04941,3.71889,0.636279,215,108,1.99074,0.0957785,9.48148,0.976402,3.76279,0.59024,212,106,2,0,9.66038,0.657135,3.83019,0.485093,76.90733172984415,10.986761675692021,34.58642063534239,1.4036985832700684,13.069370806524658,316.67427163261186,40.69254185998548,71.76599126935503,15.317776126454325,20.45141754843432,447.3722526565575,57.815809478867024,83.5854224872337,25.841167847271784,17.940312810323302,210.05332697543307,60.20462890497316,79.0477428564672,39.36158557292268,16.134387566330368,14794.666666666668,2113.523809523809,2142.6666666666665,2074.6666666666665,33.65127283276676,18767.666666666668,2340.902777777778,2754,2142.6666666666665,282.0786860199047,22349.666666666668,3026.2023809523807,3180.333333333333,2754,146.7397464285643,12228.666666666668,3376.583333333334,3522.333333333334,3328,84.14880173438796,29628135074645.336,4232590724949.333,4232590724949.333,4232590724949.333,0,33889526086314.67,4232590724949.333,4232590724949.333,4232590724949.333,0,31035226534912,4232590724949.333,4232590724949.333,4232590724949.333,0,15523271439530.666,4232590724949.333,4232590724949.333,4232590724949.333,0,121778699990698.66,17396957141528.379,17396957224618.668,17396957104469.332,0,133443725617493.31,17396957404330.664,17396957538645.336,17396957238272,0,133443731481600,17396958153094.098,17396959178410.668,17396957747541.334,0,63746679643818.67,17396959456028.445,17396959633066.668,17396959237120,0,241154283354961,34450611907851.57,34450612161650.332,34450611811914,0,264141085219767,34450612724335.227,34450613303323.664,34450612190997,0,264141094878506,34450613984702.438,34450614447127.664,34450613558959,0,126314508430733.67,34450614941135.39,34450615273099,34450614565486,0,142843653297236,20406236185319.426,20406236205317.668,20406236144902.332,0,156469011739291.66,20406236407052.562,20406236828758.332,20406236216094.668,0,156469025039061.34,20406238076810.387,20406243024251,20406236961966.664,0,74794263237964.67,20406286404438.473,20406317347527.668,20406249017011,0,
1,2409826205,11,40,10,4,2.56905,61.8,45.1216,31.5789,20.505,39,9,4.33333,2.53859,67.6667,44.9543,29.65,20.1923,38,8,4.75,2.72718,70.375,43.0579,39.5,21.4601,168.34287261060456,14.563337216308469,50.199166855964336,0.13669011839070053,16.561650415657873,628.4142811839104,48.3333420906659,67.49574481666772,19.472613108804097,15.078264161634698,922.4986287107566,71.60817833503899,106.8123352387495,55.12608497622414,15.299068280428662,743.6774800716688,70.08567301186568,87.25312937918702,17.805676896149336,19.987941823423796,33501.666666666664,2736.244755244755,3087,2515.6666666666665,276.1187795271328,48232.66666666667,3790.0256410256407,4910.666666666667,3087,604.689928751894,67482.66666666667,5259.102564102564,5636.666666666667,4910.666666666667,316.4484368288863,58363,5483.678787878788,5879,4903.333333333334,475.31256952871473,52228861911210.67,4232742937770.667,4232742937770.667,4232742937770.667,0,55034405480277.33,4232742937770.667,4232742937770.667,4232742937770.667,0,53618512768682.67,4232742938295.795,4232742939136,4232742937770.667,0,45161774189226.67,4232742939136,4232742939136,4232742939136,0,215518983980714.66,17463857820528.783,17463864964096,17463840938325.336,0,232893365684906.7,17463865201236.395,17463865360042.668,17463865055573.336,0,221167535850154.66,17463896782874.258,17463921832960,17463865360042.668,0,186347575442090.66,17463926031037.285,17463927215104,17463921832960,0,427041457610176.6,34622014811955.797,34622035727795,34622009985757,0,461631282044196.25,34622150916667.203,34622302390075.664,34622042764883,0,438549046737173.7,34622489763114.656,34622634503063,34622329167556,0,369327848605655.7,34622788393471.992,34622851699150.664,34622661386147.668,0,252967363088651,20507617875646.48,20507617958178,20507617798465,0,266645764681531.3,20507618231717.273,20507618603326.664,20507617978562.332,0,259736487816797.7,20507619263291.695,20507619729309.336,20507618715869.668,0,218767985960408.3,20507620162076.734,20507620603192.332,20507619787203,0,
4,8273559,16,201,101,1.9901,0.0990099,10.1386,1.07196,4.09453,0.551813,203,102,1.9902,0.0985282,10.0392,0.96935,4.04433,0.589736,188,94,2,0,10.8936,1.0155,4.44681,0.906443,116.45176694049576,15.974501244895404,42.52548639214017,6.921438935757682,12.318300703153584,393.14617639621946,52.40058618965144,83.12360902104888,21.841573128427743,20.311007393133792,331.16316982644724,44.01876393286711,62.58541730942146,26.114424996476437,11.185834395174338,335.3072667447942,48.807729521579304,65.17115945056796,37.5124015148826,9.466389533072565,21697.666666666664,2835.410714285714,3509.666666666667,2596.666666666667,378.7135666812011,22699.666666666668,3059.083333333333,3151.9999999999995,2748.333333333333,168.58906951222738,32529.333333333332,3911.208333333333,4071,3482.666666666666,217.03732938831484,27621,4189.388888888889,4210.333333333333,4084.666666666666,46.8332015287456,33861980355242.664,4232747544405.333,4232747544405.333,4232747544405.333,0,32463580538709.336,4232747544405.333,4232747544405.333,4232747544405.333,0,32434778631338.664,4232747544405.333,4232747544405.333,4232747544405.333,0,28230832994304,4232747544405.333,4232747544405.333,4232747544405.333,0,134689151521792,17559581881807.238,17559582290944,17559581661525.336,0,128704585943040,17559583159003.43,17559583709525.334,17559582290944,0,140585766192469.34,17559587976644.402,17559592185514.668,17559583709525.334,0,117041635723946.66,17559592449739.176,17559592610133.332,17559592290645.336,0,266955646660164.7,34818202015587.164,34818203292108.33,34818201489690.664,0,255317421502550,34818206918931.984,34818209276751.336,34818203863267.668,0,278562042748747,34818213286379.523,34818217909919,34818209405536.664,0,232105633481827.3,34818222908996.367,34818224610497.33,34818219793450,0,158340578693242.7,20650696136543.1,20650696163441.668,20650696122172.668,0,158328935697775,20650697593289.496,20650699365276.668,20650696172844,0,165205608024515.66,20650701003064.457,20650703018703,20650699376561,0,137689937809020,20650705094508.246,20650705953434.668,20650703720977.332,0,
