643714,0,3,12,6,0,2,8,150,50,10,1.0,.55,.2,.6,.1,1400,.95,60,40,1,1,1664,1408,1664,4,0,787,20081826210,11,38,11,3.45455,2.42576,56.0909,45.1351,27.3182,21.9512,47,16,2.9375,1.67589,39.5625,28.2488,22.4815,17.6936,41,10,4.1,2.62488,61.9,47.3042,31.6842,22.6275,
169506,0,2,6,6,0,4,6,100,40,5,.9,.85,.2,.9,.7,1200,.75,100,60,2,2,1920,1408,1280,3,0,593,10040917091,11,42,9,4.66667,2.98142,65,45.8718,23.5,20.8006,34,11,3.09091,1.83177,54.2727,44.4729,30.4737,23.8843,41,14,3.07692,2.12898,46.0769,37.294,25.1304,22.1365,
128508,0,1,1,6,0,12,10,140,20,5,.7,.55,.2,.8,.4,2000,.55,50,50,4,1,1664,1920,1408,3,0,950,4016371685,11,35,6,5.83333,2.33928,97.3333,36.4676,28.2,18.7659,37,10,3.7,1.34536,59.2,30.5084,31.8889,19.6664,38,9,4.22222,2.04275,68.3333,46.6738,37.5625,22.8418,
538524,0,3,3,6,0,6,2,150,80,10,.8,.75,.2,.8,.1,600,.95,20,60,3,2,1152,1152,1024,1,0,248,20081826210,11,38,11,3.45455,2.42576,56.0909,45.1351,27.3182,21.9512,47,16,2.9375,1.67589,39.5625,28.2488,22.4815,17.6936,41,10,4.1,2.62488,61.9,47.3042,31.6842,22.6275,
65460,0,1,6,6,0,6,6,100,60,20,1.0,.65,.4,.8,1.0,900,.50,80,40,1,3,1920,1024,1152,2,0,812,4016371685,11,35,6,5.83333,2.33928,97.3333,36.4676,28.2,18.7659,37,10,3.7,1.34536,59.2,30.5084,31.8889,19.6664,38,9,4.22222,2.04275,68.3333,46.6738,37.5625,22.8418,
55436,0,1,6,6,0,2,12,140,90,20,1.0,.70,.5,.6,.2,1400,.05,90,40,4,1,1408,1536,1024,2,0,707,4016371685,11,35,6,5.83333,2.33928,97.3333,36.4676,28.2,18.7659,37,10,3.7,1.34536,59.2,30.5084,31.8889,19.6664,38,9,4.22222,2.04275,68.3333,46.6738,37.5625,22.8418,
298182,0,2,1,6,0,10,10,100,20,15,.9,.55,.2,.6,.9,1300,.80,40,40,3,1,1280,1664,2048,1,0,621,10040917091,11,42,9,4.66667,2.98142,65,45.8718,23.5,20.8006,34,11,3.09091,1.83177,54.2727,44.4729,30.4737,23.8843,41,14,3.07692,2.12898,46.0769,37.294,25.1304,22.1365,
24344,0,0,1,6,0,12,2,140,80,10,.5,.65,.2,.9,.7,1200,.85,30,50,4,3,1920,1920,1152,4,0,898,602462587,11,40,9,4.44444,2.45452,67.2222,44.2412,29.3,16.8734,49,9,5.44444,3.2356,67.3333,41.8569,20.6429,15.8502,48,9,5.33333,3.74166,68.2222,47.679,23.64,16.6586,
24474,0,0,1,6,0,2,2,110,40,10,.8,.90,.5,.6,.4,800,.35,70,60,1,3,1536,1792,1664,4,0,669,602462587,11,40,9,4.44444,2.45452,67.2222,44.2412,29.3,16.8734,49,9,5.44444,3.2356,67.3333,41.8569,20.6429,15.8502,48,9,5.33333,3.74166,68.2222,47.679,23.64,16.6586,
22392,0,0,3,6,0,8,8,130,100,10,.8,.70,.3,.5,.2,600,.75,20,60,1,3,1280,1664,1920,3,0,587,602462587,11,40,9,4.44444,2.45452,67.2222,44.2412,29.3,16.8734,49,9,5.44444,3.2356,67.3333,41.8569,20.6429,15.8502,48,9,5.33333,3.74166,68.2222,47.679,23.64,16.6586,
149676,0,2,6,6,0,10,8,140,40,10,.8,.90,.5,.7,.2,1700,.80,40,60,3,3,1664,1920,2048,3,0,583,10040917091,11,42,9,4.66667,2.98142,65,45.8718,23.5,20.8006,34,11,3.09091,1.83177,54.2727,44.4729,30.4737,23.8843,41,14,3.07692,2.12898,46.0769,37.294,25.1304,22.1365,
401955,0,3,6,6,0,8,4,150,30,5,.7,.65,.5,.5,.6,1600,.70,80,50,4,3,2048,1024,1664,1,0,474,20081826210,11,38,11,3.45455,2.42576,56.0909,45.1351,27.3182,21.9512,47,16,2.9375,1.67589,39.5625,28.2488,22.4815,17.6936,41,10,4.1,2.62488,61.9,47.3042,31.6842,22.6275,
202278,0,2,3,6,0,8,4,150,60,20,.5,.75,.2,.5,.8,1000,0,70,50,3,3,1408,2048,1024,3,0,586,10040917091,11,42,9,4.66667,2.98142,65,45.8718,23.5,20.8006,34,11,3.09091,1.83177,54.2727,44.4729,30.4737,23.8843,41,14,3.07692,2.12898,46.0769,37.294,25.1304,22.1365,
161954,0,2,6,6,0,4,8,140,80,20,1.0,1.00,.4,.8,.4,1700,.20,100,60,4,2,1280,2048,1024,4,0,847,10040917091,11,42,9,4.66667,2.98142,65,45.8718,23.5,20.8006,34,11,3.09091,1.83177,54.2727,44.4729,30.4737,23.8843,41,14,3.07692,2.12898,46.0769,37.294,25.1304,22.1365,
66590,0,1,12,6,0,2,8,140,80,10,.7,.65,.2,.6,0,500,.15,70,60,3,3,1920,1280,1408,3,0,609,4016371685,11,35,6,5.83333,2.33928,97.3333,36.4676,28.2,18.7659,37,10,3.7,1.34536,59.2,30.5084,31.8889,19.6664,38,9,4.22222,2.04275,68.3333,46.6738,37.5625,22.8418,
23933,0,0,1,6,0,12,12,130,10,5,.5,.90,.5,.9,.6,1200,.75,80,50,1,1,1152,1280,1408,4,0,382,602462587,11,40,9,4.44444,2.45452,67.2222,44.2412,29.3,16.8734,49,9,5.44444,3.2356,67.3333,41.8569,20.6429,15.8502,48,9,5.33333,3.74166,68.2222,47.679,23.64,16.6586,
54699,0,1,6,6,0,4,12,130,20,10,.9,.60,.2,.7,.6,1600,.95,50,40,2,2,1664,1536,1024,4,0,936,4016371685,11,35,6,5.83333,2.33928,97.3333,36.4676,28.2,18.7659,37,10,3.7,1.34536,59.2,30.5084,31.8889,19.6664,38,9,4.22222,2.04275,68.3333,46.6738,37.5625,22.8418,
