109833,0,0,6,6,79,10,2,110,90,5,.9,.70,.4,.9,.1,500,.35,90,50,3,1,1792,1792,1536,3,0,850,259947887,16,154,77,2,0,13.2987,0.898266,5.64935,0.725531,155,78,1.98718,0.1125,13.1282,1.43544,5.60645,0.82303,155,78,1.98718,0.1125,13.1154,1.26065,5.6,0.791894,
45632,0,0,6,6,116,6,10,130,100,10,.7,.85,.2,.9,1.0,600,.25,100,60,2,3,1920,1152,1792,3,0,656,259947887,16,154,77,2,0,13.2987,0.898266,5.64935,0.725531,155,78,1.98718,0.1125,13.1282,1.43544,5.60645,0.82303,155,78,1.98718,0.1125,13.1154,1.26065,5.6,0.791894,
113284,0,0,3,6,28,10,12,140,80,10,1.0,.60,.5,.8,.2,1800,.80,100,40,2,3,2048,2048,1152,3,0,606,2993448066,16,132,66,2,0,15.5152,0.743506,6.75758,0.578939,133,67,1.98507,0.121254,15.2687,1.27645,6.69173,0.716932,132,66,2,0,15.5152,0.743506,6.75758,0.578939,
16271,0,0,6,6,20,12,8,130,50,10,.9,.95,.2,.5,.3,1900,.60,70,40,4,4,1536,1920,2048,3,0,854,1811191,16,219,110,1.99091,0.0949119,9.3,0.91998,3.67123,0.670067,218,110,1.98182,0.189824,9.30909,1.1261,3.69266,0.643985,218,109,2,0,9.3945,0.801585,3.69725,0.642595,
355356,0,0,1,6,108,8,8,120,20,5,.5,.70,.3,.8,.6,1700,.10,20,60,3,3,1920,2048,1920,4,0,731,259947887,16,154,77,2,0,13.2987,0.898266,5.64935,0.725531,155,78,1.98718,0.1125,13.1282,1.43544,5.60645,0.82303,155,78,1.98718,0.1125,13.1154,1.26065,5.6,0.791894,
106024,0,0,12,6,120,6,4,140,80,20,.7,.90,.3,.6,.5,500,.30,70,60,4,2,1920,1920,1536,1,0,253,259947887,16,154,77,2,0,13.2987,0.898266,5.64935,0.725531,155,78,1.98718,0.1125,13.1282,1.43544,5.60645,0.82303,155,78,1.98718,0.1125,13.1154,1.26065,5.6,0.791894,
110767,0,0,12,6,113,10,6,140,20,10,.8,.60,.5,.7,.2,500,.85,70,60,2,4,1280,1920,1536,1,0,248,259947887,16,154,77,2,0,13.2987,0.898266,5.64935,0.725531,155,78,1.98718,0.1125,13.1282,1.43544,5.60645,0.82303,155,78,1.98718,0.1125,13.1154,1.26065,5.6,0.791894,
103363,0,0,6,6,79,10,12,110,80,5,1.0,.55,.2,.8,.3,1800,.45,100,40,4,2,2048,1664,1536,1,0,730,1811191,16,219,110,1.99091,0.0949119,9.3,0.91998,3.67123,0.670067,218,110,1.98182,0.189824,9.30909,1.1261,3.69266,0.643985,218,109,2,0,9.3945,0.801585,3.69725,0.642595,
12354,0,0,12,6,4,8,6,140,80,5,.9,.90,.5,.8,.7,1800,.50,20,60,4,3,1152,2048,1280,4,0,441,1811191,16,219,110,1.99091,0.0949119,9.3,0.91998,3.67123,0.670067,218,110,1.98182,0.189824,9.30909,1.1261,3.69266,0.643985,218,109,2,0,9.3945,0.801585,3.69725,0.642595,
116646,0,0,6,6,42,4,10,150,20,5,.6,.90,.4,.9,.5,1400,.60,20,60,4,1,1408,1792,2048,4,0,787,2993448066,16,132,66,2,0,15.5152,0.743506,6.75758,0.578939,133,67,1.98507,0.121254,15.2687,1.27645,6.69173,0.716932,132,66,2,0,15.5152,0.743506,6.75758,0.578939,
