37422,0,0,3,6,52,10,8,100,100,15,.9,.65,.2,.6,.4,1000,.45,100,60,3,3,1920,2048,1920,1,0,665,320000000,8,2,1,2,0,885,0,884,0,2,1,2,0,883,0,882,0,4,1,4,0,880,0,879,0,
143012,0,0,1,6,55,6,8,140,10,15,.5,.65,.2,.5,.4,800,1.00,80,40,2,2,1024,1792,1536,3,0,442,3200000000,8,3,1,3,0,882,0,440,267,4,1,4,0,889,0,444,185,2,1,2,0,882,0,882,0,
2514254,0,0,1,6,30,10,4,120,10,10,1.0,.65,.3,.8,.7,900,0,60,60,1,3,1664,1408,1536,1,0,946,32000000000,8,2,1,2,0,887,0,888,0,3,2,1.5,0.5,440.5,103.5,292.667,153.328,3,1,3,0,886,0,886,0,
2336377,0,0,1,6,35,4,6,120,90,5,.7,.80,.5,.9,1.0,500,0,100,40,1,3,1024,1024,1280,1,0,210,32000000000,8,2,1,2,0,887,0,888,0,3,2,1.5,0.5,440.5,103.5,292.667,153.328,3,1,3,0,886,0,886,0,
85379,0,0,3,6,29,12,6,100,100,20,.6,.60,.4,.9,.3,600,.70,90,40,4,2,2048,1792,1280,4,0,296,3200000000,8,3,1,3,0,882,0,440,267,4,1,4,0,889,0,444,185,2,1,2,0,882,0,882,0,
1556336,0,0,1,6,76,10,2,100,10,20,1.0,.55,.5,.6,.3,1800,.40,20,50,3,2,1792,1920,1920,2,0,480,32000000000,8,2,1,2,0,887,0,888,0,3,2,1.5,0.5,440.5,103.5,292.667,153.328,3,1,3,0,886,0,886,0,
51678,0,0,12,6,84,12,6,130,70,10,.5,.85,.3,.7,.4,1300,.50,80,60,1,4,1024,1536,1024,3,0,873,3200000000,8,3,1,3,0,882,0,440,267,4,1,4,0,889,0,444,185,2,1,2,0,882,0,882,0,
178849,0,0,3,6,63,10,12,120,60,20,.5,.60,.2,.8,.7,1000,.10,100,50,1,1,1408,2048,2048,2,0,290,10000000000,8,3,1,3,0,894,0,446,17,2,1,2,0,883,0,882,0,5,2,2.5,0.5,443,163,294.333,224.383,
272286,0,0,3,6,48,12,10,130,20,20,.7,1.00,.2,.8,.3,700,.30,100,40,2,1,2048,1280,1024,2,0,285,10000000000,8,3,1,3,0,894,0,446,17,2,1,2,0,883,0,882,0,5,2,2.5,0.5,443,163,294.333,224.383,
243038,0,0,3,6,95,4,2,150,70,10,.6,.55,.3,.9,0,600,.60,90,40,1,1,1792,1152,1408,3,0,556,10000000000,8,3,1,3,0,894,0,446,17,2,1,2,0,883,0,882,0,5,2,2.5,0.5,443,163,294.333,224.383,
123833,0,0,1,6,9,4,6,130,60,5,.6,.60,.2,.8,.9,1800,.30,100,60,3,3,1536,1792,1536,2,0,859,3200000000,8,3,1,3,0,882,0,440,267,4,1,4,0,889,0,444,185,2,1,2,0,882,0,882,0,
